0,95
1,98
2,1729
3,1732
4,879
5,882
6,904
7,907
8,897
9,900
10,2346
11,2349
12,893
13,918
14,911
15,1693
16,1718
17,1711
18,950
19,975
20,968
21,1348
22,1373
23,1366
24,1156
25,1181
26,1174
27,1366
28,499
29,779
30,363
31,297
32,4
33,4
34,715
