,POWER_CPU,POWER_MEM,TIME
0,7.0102022892228675,6.889911010732071,10.0
1,7.0102022892228675,6.889911010732071,20.0
2,7.0102022892228675,6.889911010732071,30.0
3,7.0102022892228675,6.889911010732071,40.0
4,7.0102022892228675,6.889911010732071,50.0
5,7.0102022892228675,6.889911010732071,60.0
6,7.0102022892228675,6.889911010732071,70.0
7,7.0102022892228675,6.889911010732071,80.0
8,7.0102022892228675,6.889911010732071,90.0
9,7.0102022892228675,6.889911010732071,100.0
10,7.0102022892228675,6.889911010732071,110.0
11,7.0102022892228675,6.889911010732071,120.0
12,7.0102022892228675,6.889911010732071,130.0
13,7.0102022892228675,6.889911010732071,140.0
14,7.0102022892228675,6.889911010732071,150.0
15,7.0102022892228675,6.889911010732071,160.0
16,7.0102022892228675,6.889911010732071,170.0
17,7.0102022892228675,6.889911010732071,180.0
18,7.0102022892228675,6.889911010732071,190.0
19,7.0102022892228675,6.889911010732071,200.0
20,7.0102022892228675,6.889911010732071,210.0
21,7.0102022892228675,6.889911010732071,220.0
22,7.0102022892228675,6.889911010732071,230.0
23,7.0102022892228675,6.889911010732071,240.0
24,7.0102022892228675,6.889911010732071,250.0
25,7.0102022892228675,6.889911010732071,260.0
26,7.0102022892228675,6.889911010732071,270.0
27,7.0102022892228675,6.889911010732071,280.0
28,7.0102022892228675,6.889911010732071,290.0
29,7.0102022892228675,6.889911010732071,300.0
30,7.0102022892228675,6.889911010732071,310.0
31,7.0102022892228675,6.889911010732071,320.0
32,7.0102022892228675,6.889911010732071,330.0
33,7.0102022892228675,6.889911010732071,340.0
34,7.0102022892228675,6.889911010732071,350.0
35,7.0102022892228675,6.889911010732071,360.0
36,7.0102022892228675,6.889911010732071,370.0
37,7.0102022892228675,6.889911010732071,380.0
38,7.0102022892228675,6.889911010732071,390.0
39,7.0102022892228675,6.889911010732071,400.0
40,7.0102022892228675,6.889911010732071,410.0
41,7.0102022892228675,6.889911010732071,420.0
42,7.0102022892228675,6.889911010732071,430.0
43,7.0102022892228675,6.889911010732071,440.0
44,7.0102022892228675,6.889911010732071,450.0
45,7.0102022892228675,6.889911010732071,460.0
46,7.0102022892228675,6.889911010732071,470.0
47,7.0102022892228675,6.889911010732071,480.0
48,7.0102022892228675,6.889911010732071,490.0
49,7.0102022892228675,6.889911010732071,500.0
50,7.0102022892228675,6.889911010732071,510.0
51,7.0102022892228675,6.889911010732071,520.0
52,7.0102022892228675,6.889911010732071,530.0
53,7.0102022892228675,6.889911010732071,540.0
54,7.0102022892228675,6.889911010732071,550.0
55,7.0102022892228675,6.889911010732071,560.0
56,7.0102022892228675,6.889911010732071,570.0
57,7.0102022892228675,6.889911010732071,580.0
58,7.0102022892228675,6.889911010732071,590.0
59,7.0102022892228675,6.889911010732071,600.0
60,7.0102022892228675,6.889911010732071,610.0
61,7.0102022892228675,6.889911010732071,620.0
62,7.0102022892228675,6.889911010732071,630.0
63,7.0102022892228675,6.889911010732071,640.0
64,7.0102022892228675,6.889911010732071,650.0
65,7.0102022892228675,6.889911010732071,660.0
66,7.0102022892228675,6.889911010732071,670.0
67,7.0102022892228675,6.889911010732071,680.0
68,7.0102022892228675,6.889911010732071,690.0
69,7.0102022892228675,6.889911010732071,700.0
70,7.0102022892228675,6.889911010732071,710.0
71,7.0102022892228675,6.889911010732071,720.0
72,7.0102022892228675,6.889911010732071,730.0
73,7.0102022892228675,6.889911010732071,740.0
74,7.0102022892228675,6.889911010732071,750.0
75,7.0102022892228675,6.889911010732071,760.0
76,7.0102022892228675,6.889911010732071,770.0
77,7.0102022892228675,6.889911010732071,780.0
78,7.0102022892228675,6.889911010732071,790.0
79,7.0102022892228675,6.889911010732071,800.0
80,7.0102022892228675,6.889911010732071,810.0
81,7.0102022892228675,6.889911010732071,820.0
82,7.0102022892228675,6.889911010732071,830.0
83,7.0102022892228675,6.889911010732071,840.0
84,7.0102022892228675,6.889911010732071,850.0
85,7.0102022892228675,6.889911010732071,860.0
86,7.0102022892228675,6.889911010732071,870.0
87,7.0102022892228675,6.889911010732071,880.0
88,7.0102022892228675,6.889911010732071,890.0
89,7.0102022892228675,6.889911010732071,900.0
90,7.0102022892228675,6.889911010732071,910.0
91,7.0102022892228675,6.889911010732071,920.0
92,7.0102022892228675,6.889911010732071,930.0
93,7.0102022892228675,6.889911010732071,940.0
94,7.0102022892228675,6.889911010732071,950.0
95,7.0102022892228675,6.889911010732071,960.0
96,7.0102022892228675,6.889911010732071,970.0
97,7.0102022892228675,6.889911010732071,980.0
98,7.0102022892228675,6.889911010732071,990.0
99,7.0102022892228675,6.889911010732071,1000.0
100,7.0102022892228675,6.889911010732071,1010.0
101,7.0102022892228675,6.889911010732071,1020.0
102,7.0102022892228675,6.889911010732071,1030.0
103,7.0102022892228675,6.889911010732071,1040.0
104,7.0102022892228675,6.889911010732071,1050.0
105,7.0102022892228675,6.889911010732071,1060.0
106,7.0102022892228675,6.889911010732071,1070.0
107,7.0102022892228675,6.889911010732071,1080.0
108,7.0102022892228675,6.889911010732071,1090.0
109,7.0102022892228675,6.889911010732071,1100.0
110,7.0102022892228675,6.889911010732071,1110.0
111,7.0102022892228675,6.889911010732071,1120.0
112,7.0102022892228675,6.889911010732071,1130.0
113,7.0102022892228675,6.889911010732071,1140.0
114,7.0102022892228675,6.889911010732071,1150.0
115,7.0102022892228675,6.889911010732071,1160.0
116,7.0102022892228675,6.889911010732071,1170.0
117,7.0102022892228675,6.889911010732071,1180.0
118,7.0102022892228675,6.889911010732071,1190.0
119,7.0102022892228675,6.889911010732071,1200.0
120,7.0102022892228675,6.889911010732071,1210.0
121,7.0102022892228675,6.889911010732071,1220.0
122,7.0102022892228675,6.889911010732071,1230.0
123,7.0102022892228675,6.889911010732071,1240.0
124,7.0102022892228675,6.889911010732071,1250.0
125,7.0102022892228675,6.889911010732071,1260.0
126,7.0102022892228675,6.889911010732071,1270.0
127,7.0102022892228675,6.889911010732071,1280.0
128,7.0102022892228675,6.889911010732071,1290.0
129,7.0102022892228675,6.889911010732071,1300.0
130,7.0102022892228675,6.889911010732071,1310.0
131,7.0102022892228675,6.889911010732071,1320.0
132,7.0102022892228675,6.889911010732071,1330.0
133,7.0102022892228675,6.889911010732071,1340.0
134,7.0102022892228675,6.889911010732071,1350.0
135,7.0102022892228675,6.889911010732071,1360.0
136,7.0102022892228675,6.889911010732071,1370.0
137,7.0102022892228675,6.889911010732071,1380.0
138,7.0102022892228675,6.889911010732071,1390.0
139,7.0102022892228675,6.889911010732071,1400.0
140,7.0102022892228675,6.889911010732071,1410.0
141,7.0102022892228675,6.889911010732071,1420.0
142,7.0102022892228675,6.889911010732071,1430.0
143,7.0102022892228675,6.889911010732071,1440.0
144,7.0102022892228675,6.889911010732071,1450.0
145,7.0102022892228675,6.889911010732071,1460.0
146,7.0102022892228675,6.889911010732071,1470.0
147,7.0102022892228675,6.889911010732071,1480.0
148,7.0102022892228675,6.889911010732071,1490.0
