,,BR_INST_RETIRED,BR_MISS_PRED_RETIRED,CPU_CLK_UNHALTED,INST_RETIRED,LLC_MISSES:0x41,LLC_REFS:0x4f,arith:fpu_div_active,l1d:0x1,l2_rqsts:0x1,l2_rqsts:0x3,l2_rqsts:0x8,l2_rqsts:0x20,mem_trans_retired:0x2,mem_uops_retired:all_stores,misalign_mem_ref:0x1,misalign_mem_ref:0x2,resource_stalls:any,uops_dispatched:core
22,800,3515791,5991,113760047,154396267,51472,981663,2944,5459266,2788547,2337715,134882,27542,25213058,23591742,0,9,24334531,323267529
22,900,7235672,14171,131404408,273058990,89501,823558,2845,7929533,4399406,5187858,123770,22503,35784014,40560131,0,9,31694926,372200264
22,1000,3550559,5368,107810282,127290633,34353,990911,2649,4415402,2259008,3348430,278578,23990,11193094,12068360,0,0,27607413,355724543
22,1100,7048408,13660,130714069,272100703,87226,842892,2999,8343594,4650584,5433304,162598,25630,32095649,34671326,0,0,27808408,338887993
22,1200,7812680,14292,121488474,269447941,86493,654231,2577,7486442,4388947,5559634,140492,27278,43495647,46413070,0,0,31747481,370301115
22,1300,6458371,12882,118084360,269723592,94622,778656,3079,9081648,5263987,6344290,137242,26346,41532945,42201749,0,0,26341157,307208045
22,1400,7323101,13289,129975492,270032395,99387,721083,2506,7452249,4323695,5152880,112570,24036,37311612,41449249,0,0,31716575,369648699
22,1500,3533368,5893,107130264,133077077,38449,911502,1622,3970250,2761614,3937376,308749,22531,26264765,27754144,0,0,26170083,336607162
22,1600,5260340,9489,128594165,200712046,58191,1177362,3031,5962728,2148241,2305219,195723,19200,22350408,21636217,0,0,27211597,356339987
22,1700,3860100,5981,115004041,136401372,36859,1126386,2562,4144300,1601576,2017052,272206,20238,22667438,21904238,0,0,28722784,379661617
22,1800,2657559,4463,119024053,145150537,41684,1293856,3046,4975382,2316215,3503229,333094,29116,20901455,13976866,0,0,24737203,314027417
22,1900,3110956,4941,127311809,150804801,39721,1192477,2695,4248307,1928004,2915752,282190,20161,20688138,11965474,9,9,29570096,376729593
22,2000,2607687,3761,106036093,129538505,40370,1184306,2946,4894352,2341818,3506851,332787,33916,22580144,12068085,0,0,24735813,315836807
22,2100,3108112,4715,127088991,152947386,42426,1293135,3051,4762923,2096952,3008866,277811,20444,18807099,10078286,0,0,29575422,375996057
22,2200,2795613,4107,105950269,127341874,37725,1078131,2624,4391502,2172879,3422853,335285,27596,22522680,12179974,0,0,29638963,362556371
22,2300,2952547,4619,126882212,151870488,52270,1253640,3062,4949407,2324810,3388222,310870,20275,19102936,10118195,0,0,25198072,328176871
22,2400,3151157,4651,120507438,142012645,36658,1084007,2576,4152835,1953177,2975364,293177,30355,22055003,12334468,0,0,29485145,373859575
22,2500,2665547,4316,111104436,137592291,42899,1253025,3088,5002824,2344206,3498370,335113,28973,21908535,10858677,0,0,24647118,314507593
22,2600,3183732,4639,126730493,152484340,43128,1246189,3008,4503255,1958762,2923370,277935,19915,19120125,11994686,0,0,29591631,376705091
22,2700,2685289,3826,105584794,127260877,35998,1124658,2855,4682239,2345456,3496451,334622,26875,22319624,12605031,0,0,26938048,336662254
22,2800,3202833,4797,126589005,152687787,40995,1286631,3231,4996736,2237087,3197023,285006,24358,18586089,10604367,0,0,27226741,353710275
22,2900,3117814,4319,112754000,134007367,37182,1084260,2699,4174862,2053938,3209402,322671,26945,22246477,12757937,0,0,29590267,376800735
22,3000,2861592,4514,119262897,145000752,44604,1317727,3068,4985546,2323658,3478424,329155,25780,20289129,10740671,0,0,24669945,313843481
22,3100,3355579,5493,126426683,148801452,36607,1180566,2732,4242384,1958226,2910724,274352,22738,20447639,12888079,0,0,29502279,375461287
22,3200,2732418,4103,105371190,130261130,41191,1195362,2958,4944192,2341408,3477472,330476,28904,22139538,12874394,0,0,24575231,313746127
22,3300,3274353,5069,126359513,151053330,54450,1256096,3038,4675294,2060246,2917266,268046,24018,18244028,10996221,9,0,30422866,375016259
22,3400,2891846,4043,105277397,127199688,36338,1048501,2673,4419845,2215360,3347172,316855,30260,22097478,13288563,0,0,29095938,358320276
22,3500,3190451,4957,126299264,151866628,46321,1305266,3089,4985612,2341077,3354906,307206,24117,18613320,11094084,0,0,24828823,332364475
22,3600,3338008,4925,119509173,140534452,37538,1109670,2622,4177591,1951806,2999170,297845,28533,21860567,13380024,0,0,29528137,376059582
22,3700,2785181,4316,111974687,138573855,38009,1264966,3089,5002940,2337093,3453170,332251,30353,21285935,11437470,0,0,24575722,313083056
22,3800,3347923,4999,126212175,151917089,44730,1234350,2931,4441026,1948069,2875602,272800,27245,19053639,13331114,0,0,29576551,376096856
22,3900,5008836,9625,106177103,196286154,65223,877681,2887,6834220,3847327,4880968,229189,30341,31896805,32718105,9,0,27590783,324407687
22,4000,8474144,15475,128283598,291819283,96199,790462,3164,9073561,4997201,5640139,114738,30760,34693729,43307600,0,0,29268642,351607582
22,4100,8166827,13897,112666859,252549563,88878,602329,2554,7750600,4728013,5775160,135012,20335,41620144,52141620,0,0,31715957,367827068
22,4200,7450083,13974,122515622,281797323,92548,766072,3065,9259652,5338485,6271563,142269,20419,37650657,45241951,9,0,26291392,307576645
22,4300,8582237,15488,128242767,283745809,91003,712290,2707,7748962,4455771,5240558,114516,26835,38826579,51210254,0,0,31706375,369072387
22,4400,4775717,7581,83983029,160348770,53449,985116,2911,7075517,3742102,4648141,249610,26266,28483307,33435432,27,0,25247515,310782375
22,4500,5853888,9626,95834971,183095577,57019,970544,3023,5874473,2736249,3526882,221914,23638,24708696,28275031,63,0,30362320,372779311
22,4600,7824879,13334,106909554,243637199,79914,653631,2604,8249885,5088641,6209001,131374,26455,41593292,52912782,0,0,31070691,351605977
22,4700,7927727,14919,128328851,290743142,106565,729872,3063,9003854,5051112,5728506,143680,19754,34903703,44021651,0,0,26716754,323738680
22,4800,7920264,13826,122975029,249735519,77175,779756,2399,6965590,4180767,5151084,141539,22272,37827706,35549440,18,0,31089142,370091353
22,4900,7191062,12876,112080269,262763572,88642,745458,3099,9232394,5333432,6245569,142053,26460,40964234,36931913,53,0,26378505,306786684
22,5000,8644807,15184,128365956,292072649,95895,779732,2985,8373281,4519180,5216782,107756,19323,35092081,36046184,8,0,31487115,368441974
22,5100,7462322,12696,106997056,243478880,78812,677361,2704,8564866,5280196,6223071,140361,25178,41408024,39966239,26,9,29310695,335348938
22,5200,8296956,15358,128420033,291353181,107059,780790,3149,9155744,5160048,5750038,121524,15767,34420763,33187210,0,0,28945710,338125882
22,5300,8600238,14429,117437342,263299077,84087,607286,2562,7634288,4559216,5538654,124517,19814,41478369,40037970,0,0,31594710,368588622
22,5400,7243562,13098,118022610,273602563,94847,777020,3083,9238471,5367319,6244736,128929,25884,38583403,34179668,0,0,26200710,308263678
22,5500,8639008,15075,128421664,292155301,93072,744839,2805,8044133,4436975,5170340,117606,22746,36738246,38438048,17,0,31288992,369257291
22,5600,7395013,12888,107083278,244011677,83414,690232,2805,8889426,5330917,6198559,145810,27063,41334112,40089782,8,0,29225751,331894499
22,5700,8412204,15215,128439662,291669321,103792,777239,3060,9217988,5187289,5756636,116161,23245,34174700,33174530,0,0,28996068,343152971
22,5800,8592714,15544,116714979,260004816,85322,613844,2550,7610163,4588237,5550233,120770,27905,41149535,40083350,0,0,31473627,368871585
22,5900,7265501,13240,118697126,273934581,91791,796498,3059,9241616,5335797,6195273,140750,24158,38487136,34391092,0,0,26071065,308054315
22,6000,8617059,15432,128452638,291161435,93893,744735,2702,7956361,4440177,5152494,121173,20531,37168011,39342078,0,0,31533628,367755312
22,6100,7215800,12767,107073252,244670738,83586,712328,2982,8950302,5359117,6220357,130891,21716,41284692,40146874,0,0,27143130,317183113
22,6200,8619684,15058,128478349,292042807,100161,786564,3135,8964938,4917099,5444818,117507,15790,34346318,33556385,0,0,30253998,360379109
22,6300,8097876,13179,110538888,249475413,87479,596829,2636,7883911,4819263,5796565,133895,20658,41128098,40213728,0,0,31815411,362556296
22,6400,7683009,13865,124959712,284196458,95890,786338,3058,9190722,5334668,6185302,136443,23245,36609049,33661798,0,0,26370588,311921745
22,6500,8612047,14905,127387495,281378386,89038,708222,2599,7703483,4472042,5174434,107844,21110,39000567,40200431,0,0,31190996,368947499
22,6600,7184621,12237,108129013,255344149,85405,734751,3006,9251404,5353259,6179023,139909,19186,41167720,39036455,0,0,26102274,308242847
22,6700,8616350,14636,128480229,293372024,97131,775127,2904,8598602,4662071,5151089,116738,21226,34354162,34930054,0,0,31543159,369034368
22,6800,7715210,12295,107050867,243109440,92052,601326,2700,8195498,5085646,6086009,125637,19837,40956008,39981065,8,0,31011496,345620651
22,6900,8081507,14877,128447760,292490481,96061,795188,3056,9243937,5369187,5959279,118383,21885,34485117,33550094,0,0,26794144,330350124
22,7000,8588107,14789,121195731,269697688,85767,660247,2547,7706372,4431953,5346666,133207,27394,40895138,40334580,0,0,31321266,368807918
22,7100,7160002,12770,114288385,266841657,93099,755206,3056,9221194,5335752,6167190,138297,20927,39803622,36371308,0,0,26275965,307564033
22,7200,8612715,14788,128450109,292699630,95217,750894,2899,8269819,4476186,5157144,107017,17600,35508472,37525022,0,9,31330548,369047972
22,7300,7237140,12198,107051567,242438786,95026,679083,2877,8633757,5298123,6089737,137558,22243,40843298,40185893,0,0,28829241,326844629
22,7400,8472040,14981,128446671,293106619,94342,730596,3055,9152895,5057339,5546280,119113,18624,34284646,33375221,7,0,28979930,348371705
22,7500,8407625,14430,115327641,259239592,81763,646891,2622,7717142,4702714,5680243,130112,20247,41103011,40369217,0,0,31578241,368396534
22,7600,7325771,13436,120108537,277292281,94549,796331,3054,9238876,5354878,6160334,129535,26437,37746810,33827232,0,0,26102074,308302814
22,7700,8568598,14885,128436886,288359950,93710,727476,2698,7878448,4448223,5122454,118657,16630,37456079,40213996,0,0,31404994,369311831
22,7800,7107426,12620,107003206,246289630,92456,720102,2930,8990376,5332386,6143375,130603,24839,40869623,40151071,0,0,26973493,309538871
22,7900,8548713,15355,128256105,291892527,99080,738776,3024,8778456,4839945,5261802,103638,14749,34189275,33615024,0,0,30875732,364277922
22,8000,7963873,13007,108779184,246841793,82854,665654,2595,8070397,4958075,5958334,132202,28883,40879745,40333204,0,0,31193036,360158987
22,8100,7730646,14230,126599473,289603803,95151,775972,3053,9234664,5333104,6104933,137695,21847,35727419,33749533,0,0,26247291,316224429
22,8200,8552556,15119,125570849,277726868,91421,694621,2595,7688118,4457763,5148437,113704,17506,39444403,40415686,0,0,31526724,368989012
22,8300,7115213,12414,109848782,258098944,91370,744370,3002,9230002,5336963,6120768,132628,21367,40806924,38152075,0,0,25960022,308327140
22,8400,8484417,14912,128369972,290369034,100862,709708,2976,8308563,4493477,4997375,109763,23533,33871117,35653962,7,0,31734074,367363634
22,8500,7516751,12602,106963214,243850200,79454,656012,2794,8414686,5173271,6114061,142954,29322,40894205,40452695,7,0,30012726,340146703
22,8600,8118685,14598,128385495,292682287,95759,782082,3128,9219972,5278460,5820168,116091,18642,34161874,33675474,0,0,27625535,335228420
22,8700,8531327,14619,119230092,266321621,82287,666729,2543,7706973,4512470,5434225,122430,25423,40865688,40421755,0,0,31257178,369768150
22,8800,7095244,13009,116125331,270065180,92871,778884,3051,9224309,5327730,6116974,140799,23881,39039155,35753716,0,0,26223815,306310613
22,8900,8486664,14853,128357648,292064481,105159,688893,2797,7995054,4374929,4975750,105592,22240,35806074,38222352,0,0,31840147,367787528
22,9000,7150910,12950,106945563,243776950,82331,697954,2797,8776709,5351532,6129238,128556,22977,40816584,40303607,0,0,27836933,322946012
22,9100,8505161,14826,128330019,292417881,94829,786624,3051,9109971,5038282,5499427,114594,15192,34030369,33716619,0,0,29562231,353374138
22,9200,8159915,13393,112726663,254830029,79763,635614,2542,7834546,4764299,5720388,137531,21128,40875701,40412178,7,0,31465749,368099132
22,9300,7411097,13518,122565172,282343358,96267,775386,3050,9234623,5356318,6132813,127570,24328,36792008,33654763,0,0,26162902,308018118
22,9400,8398724,14411,128348249,283357374,103185,682670,2716,7715320,4426249,5057487,115701,21921,37752354,40308464,0,0,31358130,365996450
22,9500,7051869,12366,106926549,251454824,86718,692395,2974,9108175,5313806,6050370,132180,25230,40781395,39963141,0,0,26038179,307791975
23,100,3409081,35373,106646577,118344708,522795,1087833,374887,4596688,2003891,2421956,1103903,31884,16136560,20338054,0,0,20766832,303651987
23,200,4032769,6318,112236017,130973088,34002,520724,400814,3849153,2210966,3444092,122257,24806,19694832,20141826,0,0,27416379,372067191
23,300,3477692,5034,96455785,121349279,32315,740275,428882,4722112,2598448,4049429,275081,34748,21055845,16031371,0,0,23263049,328437743
23,400,4109643,6056,124339337,146242705,37275,704310,402939,4384620,2260008,3236646,218305,28861,17941675,14277653,0,0,26587972,395153118
23,500,3806855,5154,98812457,119958503,26171,552711,366264,4274016,2420881,3694106,262577,33310,21457923,17128724,0,0,26054823,370705499
23,600,3118350,5573,131045051,155245602,34709,932842,492229,4730508,2495964,3488512,211998,25626,18316022,21437098,0,0,16895603,214937966
23,700,3465070,6121,104641706,124944858,26630,720013,412067,4003040,2117341,3020566,197924,25032,20824283,20036785,0,0,25265072,348951803
23,800,3522393,5009,87575736,113078659,32376,867963,537121,4779489,2605133,3497004,198342,27307,20191316,22580831,0,0,23048797,337296370
23,900,3749143,6427,107018290,124194077,31819,672034,436550,3899530,2215236,2887551,139944,29058,17992259,20613767,17,0,28798342,399560003
23,1000,2618385,6023,117484429,141680849,34337,1152197,530248,4784809,2432579,3384336,253477,30150,20396043,21407232,26,0,23528283,338523549
23,1100,4251626,6549,134316627,158836165,35469,1035009,495985,4277983,2087232,2830113,172412,17153,14186976,16867287,0,9,27838785,405703024
23,1200,3195889,5718,111632695,131630361,30860,1001757,483696,4525184,2474488,3380747,227445,23499,18802889,19963016,0,0,25391198,362060147
23,1300,3236566,5927,134335488,156749585,40673,1155194,529554,4776178,2385287,3103341,214145,19728,18025018,17216402,0,0,25143742,386439147
23,1400,3829627,6337,114651441,135503388,29953,914125,447155,4051716,2204532,3096159,218272,20440,16305437,19627745,42,0,25800972,377834948
23,1500,4046055,5876,133686289,158560581,36029,1137067,531321,4838964,2485422,3255080,226787,18698,18403789,22833931,0,0,15436780,277065469
23,1600,4351412,5909,128069791,148118060,35105,992263,446494,4049983,2087230,2880928,220369,25138,21475517,28437859,0,0,18182613,306760441
23,1700,3594243,5407,116806168,142840868,34207,1091607,529421,4850734,2482175,3330525,238312,19512,21514673,29056072,8,0,15076364,256729371
23,1800,4347144,6034,132696966,157434930,34217,1091144,496865,4396077,2095823,2761932,197447,21220,18440242,22953052,0,0,18165767,309987944
23,1900,3783975,4762,110769089,131396950,28210,951754,470039,4471030,2456904,3303187,233170,28736,21456111,27292462,8,0,16704786,276965611
23,2000,4142702,5614,130817987,155630308,32205,1093534,515576,4832173,2421480,3092599,214417,24193,18177848,22174340,0,0,16773177,295904667
23,2100,4326535,5880,122702416,142899087,33722,944280,436386,4023617,2081787,2929724,207331,19386,20942519,24847056,0,0,20501948,329574469
23,2200,3436284,5993,120007996,139342126,35960,1404322,417490,3457880,2199192,3176476,445861,16846,17747367,23998515,0,0,26615418,365091395
23,2300,4304081,6582,132419371,150212529,33502,983903,333968,3544966,1866701,2656539,332560,21177,18762479,22801385,7,0,28589248,410577967
23,2400,3584429,4873,109443698,132677909,29486,997099,498001,4712513,2430599,3215074,231466,27799,21818070,24356009,0,0,23615161,354862418
23,2500,4232444,6579,129628173,154778953,35142,1083573,521572,4689363,2255486,2841883,198399,19039,18260020,20242766,0,0,28157376,410907914
23,2600,4032667,5480,111713976,132666500,32485,905404,443005,4270117,2292220,3172124,237710,20862,21910469,24166444,0,0,28434144,411715994
23,2700,3865046,6567,128629771,153722426,38074,1084520,524627,4871911,2481979,3273493,229692,18699,19307787,20064753,0,0,23937799,359993289
23,2800,4299073,5714,129532570,149624459,34309,969844,451018,4077162,2061376,2719107,207503,21234,20897342,24023868,0,0,28556735,421397916
23,2900,3564189,5140,110557513,136720379,33253,1028710,505629,4850874,2436944,3240461,236211,33641,21773514,22989498,0,0,23508942,352288090
23,3000,4404959,6284,130803406,156012584,35606,1034613,487504,4406052,2046978,2713806,193638,19737,18230326,19251757,0,0,29374989,435193205
23,3100,3599113,5638,109015580,130037059,30752,895942,473489,4412670,2079736,2030280,185047,23383,21956363,15892543,126,0,26813418,378574323
23,3200,4411439,7077,130569063,154899900,37020,1059266,510955,3941712,1783059,2191139,173013,17070,18177595,19646744,0,0,29823550,420338699
23,3300,3644663,5540,108665278,129650369,34310,1007128,436705,4301071,2182311,3096019,294719,18802,21396226,17926937,83,0,32453663,365408774
23,3400,4063376,5848,128533009,153914077,32219,1059321,525050,4929286,2454409,2410201,143706,15261,14666216,18459538,0,0,25045599,382262933
23,3500,4291581,4992,120330961,141198571,28057,896351,439356,4111485,2125531,2522658,181660,18141,16535581,23719660,0,0,28201422,424568778
23,3600,3580839,4764,118532952,144829707,30760,1050368,524286,4937681,2498591,2746586,176113,15521,15419556,20774283,0,0,23433076,353429149
23,3700,4276608,5308,130130369,155683007,31352,1006227,475014,4332164,2081519,2331949,166616,17312,14888488,22559799,0,0,28165019,423606768
23,3800,3539460,4903,108351238,129589160,27910,939473,482088,4712229,2503681,2888273,168219,17051,16557343,23568393,0,0,24851979,369676872
23,3900,4260950,5129,129921962,155626124,31523,1050632,523611,4864341,2350611,2551054,129153,14549,13812239,19610641,0,0,26487595,405764105
23,4000,4096978,4720,113887100,135074789,26123,875356,432645,4197155,2239441,2546553,187467,15666,16600612,23478954,0,0,28169330,422646341
23,4100,3735289,5246,124042371,149769304,32747,1055873,524240,4945042,2504150,2897990,164808,14970,14512243,19574343,0,0,23561267,351210031
23,4200,4243937,5353,129642500,151423910,30032,957874,460285,4165584,2091213,2488131,151688,18752,16042584,23470786,0,0,27952753,422283028
23,4300,3570850,4237,107966519,133389286,27586,962013,496066,4903898,2498045,2632380,168657,13363,16695798,23016194,0,0,23324145,351316500
23,4400,4898627,5601,129849055,183270851,47705,947219,623055,5668064,2805145,3122371,127545,20194,16990194,24113559,0,0,28535967,418000943
23,4500,7291357,6598,109508975,249451220,84167,534967,848143,8056891,5156127,6107910,44320,21259,43162987,59988213,0,0,31472711,377145966
23,4600,7379445,7582,131190974,300877037,103863,617129,1024436,9313633,5430926,5920976,46382,22451,36342464,49838935,0,0,27111153,348874236
23,4700,8052734,8637,124626691,275465986,90492,546789,830470,7463821,4255975,5025507,53105,25733,42184639,59601632,0,0,31735710,396798638
23,4800,6522549,6700,115538324,262332584,94162,602745,1016457,9346155,5512959,6210612,44697,22625,41790386,55032137,0,0,26266255,331455090
23,4900,8180346,7637,131133531,299895137,105865,606582,931649,8296256,4587599,5139033,43790,21796,35219275,51341422,0,0,31441283,400535391
23,5000,6967151,6132,109255443,242628514,82552,555857,878518,8509300,5457419,6225910,44503,20372,43449121,59406316,0,0,29443314,357559554
23,5100,7849185,7504,130934278,300556573,103530,604677,1024786,9003338,5006791,5416806,41678,17567,35935111,49425023,0,0,28620095,369423270
23,5200,7615336,7603,113012676,253895943,82933,541905,810294,7662553,4768561,5822735,50086,24408,43076072,58662414,0,0,31720924,392311016
23,5300,7187130,7403,126681292,291351334,102687,607486,1022803,9328052,5483101,5959884,47363,22298,36391357,48957086,0,0,27633275,339291930
23,5400,8130355,7719,124915689,277407330,92601,530909,837070,7505971,4347924,5058524,48947,22872,42468058,58621155,0,0,31368805,397825014
23,5500,6576126,7116,114529418,263072722,95622,600561,1014083,9330192,5486432,6214627,45994,24758,41988314,53947778,0,0,26221103,327305814
23,5600,8113907,7595,130675464,300265582,103306,592507,942254,8329434,4585211,5108418,47766,23016,35478919,50451524,0,0,31340878,397616072
23,5700,6780609,6730,108619117,243479140,80965,565557,876249,8518335,5364980,6199710,48230,24643,43383923,57801218,0,0,29882940,352190037
23,5800,7876760,7354,130553479,301002378,104779,598892,1018258,9278799,5244129,5679219,46007,19928,35668962,46736792,0,0,28357605,367801443
23,5900,7954657,8046,118692419,265727696,88587,518017,825895,7598825,4538627,5548078,44734,23934,43541623,57565914,0,0,31147603,396601439
23,6000,6601499,6918,120470865,279885849,101047,610722,1016954,9353195,5507107,6237372,45720,22698,40178159,50624463,0,0,26390748,326375272
23,6100,8121559,7624,130410515,297021692,99963,570908,902567,8002616,4462903,4985358,47165,25780,38180284,53383162,34,8,31118541,395056623
23,6200,6640283,7483,108485812,241626251,84195,573338,935288,8914798,5465318,6195848,46078,23008,43354425,56415885,0,17,27124500,336702296
23,6300,8100260,7663,130249388,299952366,103190,598280,1008045,8988927,5000319,5399994,44494,22151,35131349,45995926,0,0,30068512,383657037
23,6400,7586786,7129,112650420,252365175,82787,521630,821034,7790696,4943492,5867949,46982,21224,43630014,56718084,0,0,31083096,389801064
23,6500,7023095,7133,126009557,289592309,103879,605713,1013319,9338612,5493532,6208092,48608,20808,38185039,47052504,0,0,25947082,329214705
23,6600,8091932,7879,129632663,285878533,96127,549010,858331,7589814,4417229,5032837,47926,20879,40707014,55039401,0,0,31071619,394118359
23,6700,6480733,6833,108772631,252587088,90176,578344,971607,9253202,5483537,6190146,51593,22862,43091434,54052064,0,0,26329245,324228867
23,6800,8089224,7543,130100252,299658612,103787,602612,971222,8663831,4749995,5146460,41820,20454,35683746,46760822,0,0,31029101,394264579
23,6900,7185255,6565,108349855,245517270,85350,518685,858094,8230777,5195357,6148920,45727,20665,43638897,55906710,7,0,30761122,370540466
23,7000,7462135,7510,129941036,298988790,105051,600257,1011378,9341668,5477532,5963722,46745,26236,36026812,45689477,0,0,26372926,347597475
23,7100,8099820,7509,123651369,274559854,89399,532516,830508,7666755,4525195,5257665,42813,21753,42685726,55581360,0,0,30888212,394006696
23,7200,6623299,6668,114244725,266250410,96388,603388,1002287,9258402,5421890,6139062,53119,24633,41793542,50534753,0,0,26210584,322962893
23,7300,8085256,7545,129849603,298911004,102603,587154,932394,8271739,4513101,5080636,43554,20403,36497657,49125327,0,0,30960025,393310453
23,7400,6769612,6423,108069311,245051992,85266,534291,893719,8647323,5440788,6214871,44840,23004,43509522,55063109,0,0,28815195,349388997
23,7500,7808757,7449,129821635,299568759,103824,597346,1002363,9260313,5217123,5638159,48978,20783,35555302,45099833,0,0,28102811,364938066
23,7600,7917364,7231,117651600,262731106,87602,515250,825813,7698816,4636741,5591063,45406,24269,43438441,54679755,0,0,30897967,392787014
23,7700,6672519,6865,120025850,276286683,97589,616830,1003915,9248215,5481553,6200451,48250,23941,39545259,47356695,0,0,25831241,324252757
23,7800,8086082,7809,129662429,296648231,98752,564610,890908,7942758,4479935,5115064,41442,21695,38805309,50743139,7,0,30900343,391283586
23,7900,6640381,6620,108018670,246742787,91740,558928,932377,8951557,5487866,6215547,44755,20587,43518826,54365783,0,0,27080340,332834725
23,8000,8056638,7528,129696704,299194541,105240,589331,1011094,8922811,4912853,5313051,43225,21335,35834234,44638548,0,0,29775789,381314921
23,8100,7467422,7207,111682523,250327092,83173,507586,833801,7924624,4968944,5874471,46692,22876,43450653,53959604,0,0,30746288,384417172
23,8200,6975115,7450,125669902,286283475,102408,609126,1008697,9281544,5454474,6147601,53420,26237,37492497,44460499,14,17,25847920,327846143
23,8300,8058682,7436,128749990,283367872,94103,537306,852506,7653958,4519828,5119651,43724,22290,40772359,52699691,0,0,30715914,391784929
23,8400,6617819,6130,108879199,256000903,91296,570113,977930,9295473,5501660,6209714,43724,21219,43511265,51432286,0,0,25551200,324656343
23,8500,8028963,7332,129577133,298788153,104566,603386,959970,8549149,4672656,5086721,42431,19993,35786217,44853908,0,0,30814034,390471801
23,8600,7071690,6893,107799419,246079456,85410,505886,854013,8301434,5209469,6142277,46870,21951,43403008,53470036,0,0,30375004,364227828
23,8700,7358400,7648,129238724,296421246,102705,601691,1001738,9281891,5443935,5875116,48058,22888,35982528,43842317,0,0,26704322,343599931
23,8800,8053941,7679,122789421,271953382,90586,528747,830675,7700511,4517686,5287658,44130,21298,42679039,53200183,0,0,30696173,390773247
23,8900,6629282,6332,114484927,268909615,96929,589563,1006698,9324702,5487496,6201069,44257,21555,41535626,48472537,0,0,25581505,324117914
23,9000,8022689,7447,129294288,297755032,101384,589840,920634,8233773,4514195,5110515,40361,19742,36550451,47152408,0,0,30639221,389692553
23,9100,6763697,6119,107840136,246471095,85266,531769,900837,8643255,5443543,6184889,44019,21483,43449519,52805563,0,0,28597139,346822427
23,9200,7720971,7777,129046129,296097393,103846,599052,1001777,9256432,5137850,5564959,46729,22404,35238172,42738602,0,0,28078033,360915320
23,9300,7799937,7248,116522974,260356940,86922,504334,829550,7691222,4715672,5598491,46562,23948,43380542,52617121,0,0,30753289,388268732
23,9400,6683120,6656,120445994,280058223,99099,596688,1013715,9342562,5498585,6157203,46389,23027,39386886,45769944,0,0,25520846,323587119
24,100,4904280,40201,115010161,123611432,228545,788643,556826,4584438,2244724,2457614,294929,17088,21340869,21506578,9,0,24306028,355916088
24,200,4822980,6449,121022750,133877757,105879,916537,410099,3995024,1797237,2046141,532871,12627,21508115,20012992,0,0,26370885,475063917
24,300,4166050,5428,102887939,122620782,3867,838161,479513,4728600,2241822,2478149,728939,15171,21432351,19129258,0,0,23957629,385976288
24,400,4941186,7431,123420285,136360136,207554,1119232,474044,4507880,2004150,2173014,496771,10051,18689315,16928477,0,0,26547606,452905390
24,500,10212398,11312,105022899,207290571,127388,276812,1267552,7729238,4098981,4300576,124932,14710,40289885,65720888,0,569,30033567,373810461
24,600,7959619,9924,110629857,181029308,133856,887867,807838,6153576,2987200,3216490,373579,15339,25763364,38190986,0,0,23143653,369633438
24,700,7404876,10746,115369436,156162863,6372,376676,697759,4805968,2308453,2171502,222941,16581,24249873,25973475,25,0,25625867,405202101
24,800,10335529,12315,111719279,254719094,11287,117592,1560955,9016291,4640004,4751006,33529,15234,43179829,65288740,0,0,22707639,318905157
24,900,9129969,11205,122447518,200307240,7140,602416,726974,5339084,2321107,2526947,403568,10653,22901823,26649888,8,0,25420492,417322255
24,1000,10628002,15275,107359864,236311743,14783,117334,1402805,8326467,4588037,4755466,35397,18675,43670676,66339167,0,0,24516799,349758361
24,1100,11824819,14089,128986583,285807432,13179,121803,1573203,9038258,4523848,4442210,31397,16877,36476890,54162155,0,0,23632412,355094617
24,1200,12015523,13136,117552530,256063752,10870,107785,1307113,7498245,3997848,4307942,30254,18478,43782970,63696652,0,0,26033812,383393253
24,1300,10051934,12185,118944225,267933054,11927,126433,1579898,9046750,4652554,4770967,33913,19753,40906457,55267048,0,0,21850534,318344818
24,1400,11206389,12878,128616954,263405995,11117,146680,1363354,7714594,3880550,3982907,27484,20178,38957991,57006322,0,0,25896629,383006975
24,1500,8010753,9959,106860123,205073290,9809,179950,1229703,7491535,3935967,4090997,77421,18176,36006255,26943638,0,0,21504788,332863181
24,1600,11662954,13988,128901177,285662724,12868,122805,1579771,8786074,4293753,4204170,27148,17847,36374531,24721249,0,0,25193968,369390625
24,1700,10892364,12317,109946634,241077105,10834,112254,1301416,7763253,4211767,4524573,35592,19064,43795210,29989851,0,0,25856679,372960800
24,1800,7380283,10200,124916577,195732523,8390,301284,994402,6353039,3221430,3393133,119763,17691,26860586,17944484,0,9,19991439,330106172
24,1900,6154186,8086,125643180,145196111,5874,344564,608209,4168873,2083076,2273291,145846,18102,19541568,17364977,0,0,22533176,395771953
24,2000,5107373,6772,106454957,132236815,4862,366081,687616,5002066,2501587,2712682,171861,16661,15637423,20562479,0,0,18725856,329752579
24,2100,10567111,12331,128387469,263227077,12064,158853,1443961,8220170,4090077,4003654,25639,16507,36432102,25531102,0,0,25306802,382267439
24,2200,10261426,11256,107145500,237504027,10513,111328,1354813,8075511,4436492,4743044,36764,18517,44044009,29959477,0,0,25775930,358131628
