,,BR_INST_RETIRED,BR_MISS_PRED_RETIRED,CPU_CLK_UNHALTED,INST_RETIRED,LLC_MISSES:0x41,LLC_REFS:0x4f,arith:fpu_div_active,l1d:0x1,l2_rqsts:0x1,l2_rqsts:0x3,l2_rqsts:0x8,l2_rqsts:0x20,mem_trans_retired:0x2,mem_uops_retired:all_stores,misalign_mem_ref:0x1,misalign_mem_ref:0x2,resource_stalls:any,uops_dispatched:core
17,2500,5151366,6287,124906883,129311589,59308,1351836,550476,3552588,1414898,2782933,287824,17635,20848224,20254621,7,0,33924532,374018053
17,2600,3363645,4174,115931564,125037982,56064,1489923,699954,5454816,1908143,3226338,335639,16876,22016454,18689279,0,0,28314363,305755859
17,2700,4446783,6465,136687403,140904860,65368,1423887,664921,4725291,1616249,2767717,268801,14132,19340723,25221888,0,0,23634445,209731532
17,2800,6435019,7177,114774134,187494824,99255,1072316,1066352,8053333,3538591,4779492,195076,19719,33215499,42720990,0,0,20554424,260616042
17,2900,9891205,9784,138317098,261036927,133173,922818,1344734,9833419,4526935,5385966,50464,17275,36712102,50140942,0,0,28282407,366833976
17,3000,3168760,4789,114905481,120073630,47136,1065041,638441,4923902,1979387,3171890,242931,18945,22116233,21358698,0,0,22380282,214278291
17,3100,5267785,6642,135639125,195040658,99648,1091414,1081380,8152188,3645772,4703511,148886,18687,27186560,27499596,0,0,23910496,279012338
17,3200,7556777,8013,134005017,183218854,91280,1147037,872211,6467054,2706204,3735197,194172,18071,29135718,38296192,0,0,30432916,368802817
17,3300,4462736,4759,116202505,125884106,58428,1484068,724642,5627174,1926871,3242818,331710,13548,19369315,15277400,0,0,26835096,310755688
17,3400,5379983,6106,135758447,142870925,60125,1530954,690829,5191743,1663549,2691117,265344,10831,16668247,16241060,0,0,32084633,371200786
17,3500,5938033,6306,113375591,142224131,66683,1192270,759243,6011733,2416805,3736405,271497,18052,28351442,28683902,0,8,30149691,346278597
17,3600,10030835,10531,137618804,283097333,149781,857266,1465029,11063220,5237106,6010648,55157,18898,36874397,37255057,0,0,24517797,332115627
17,3700,7357988,7540,128473578,178332511,77955,867169,798098,5187982,2709626,3891967,149872,20264,32763910,33889807,0,0,28526945,383072340
17,3800,4435222,5389,120577024,128686574,60640,1241610,753060,5608156,1929353,2247502,223715,17818,21349444,15362421,0,0,24486129,324763409
17,3900,5380118,5800,135140490,141795469,56270,1230345,705802,5071122,1756884,1331440,151498,13560,19165627,21090002,0,0,28926521,391010164
17,4000,7365167,7462,113526786,189204205,96458,895707,1045906,8011965,3646219,3865019,94961,18335,33891438,46228618,0,0,26518240,339077986
17,4100,10383317,10315,136884174,281910449,150243,854555,1476199,11085425,5038741,5756773,54730,17510,36957206,50137869,0,0,25908689,346169203
17,4200,6170086,6326,122206427,148496442,66439,1029008,742050,5545706,2347430,3565422,195434,20707,29428057,39921988,0,0,27160066,350611180
17,4300,3383070,5478,124486737,130953401,61056,1333281,737333,5542033,1996893,3121979,267484,20799,20298272,18990241,0,0,17573939,160727810
17,4400,3980210,5784,134106383,139211703,58213,1247221,665883,4798173,1669910,2611346,221348,15407,19728781,21770411,0,0,21156295,193103482
17,4500,3534432,4990,111188094,138934014,68841,1116472,812506,6282457,2653241,3878790,206162,20513,29294927,29792287,0,0,27207060,264107156
17,4600,9915996,9778,124588937,247443180,131565,928135,1352941,10014715,4554021,5367764,52788,17039,36893273,49823479,0,0,27573478,362327306
17,4700,4684356,4115,72303062,83339215,41672,1106683,616084,4753878,1825688,2966984,258160,19625,22018846,26030465,0,0,31468800,389936398
17,4800,4680429,5647,118199615,126508316,55160,1246465,590721,5539955,1999162,3122867,263807,18796,19751220,12289377,7,0,26229903,324410366
17,4900,5305342,5916,134329993,135809842,57521,1167839,371502,3683765,1662803,2598717,227249,17651,20511223,15985264,0,0,31697093,387035942
17,5000,4427743,4891,111855459,120309321,54282,1240067,440245,4256800,2011878,3133096,265326,17644,21954735,17099293,0,0,26261870,324752942
17,5100,9680567,10808,135336014,256425534,134181,948863,1344734,9893311,4485918,5261064,48791,16922,36966394,37471555,0,0,29003308,372240145
17,5200,4463522,5353,111491523,116322287,50747,1221602,622984,4970349,1899337,3127742,352777,16001,22079200,18638347,0,0,21923639,237509090
17,5300,5353398,6991,133968205,197920337,99409,1162379,1089209,8330090,3612145,4615778,203653,15620,27088723,27401540,0,0,25893303,281338030
17,5400,9814395,10073,131650022,250302348,129954,700301,1225987,9195766,4334090,5197267,56448,23188,40677747,54977746,0,0,28587068,377867223
17,5500,4481036,4900,104341827,115685320,56627,883560,601855,5410488,2091381,3156506,243561,17975,22229525,13814876,0,0,24510731,331312925
17,5600,5401163,5638,133609945,140842321,54680,1167845,650097,2931920,1791343,2637763,203307,19610,18494239,19980574,0,0,29262515,396400242
17,5700,9424114,9352,112676271,234185833,126697,717728,1289781,10002768,4992824,6121012,69206,23426,43715495,44706326,0,0,27512841,347961338
17,5800,9677793,9832,134981137,256277299,132146,904810,1344033,10139952,4680235,5532620,70297,24831,36898299,37335184,0,0,24903800,341541930
17,5900,5249424,6452,124727906,125050627,51203,1252682,604386,4583652,1632514,2748253,217915,10558,17263014,20764274,0,0,37045041,362009809
17,6000,4328198,5046,119284259,123729503,56507,1692273,716149,5451865,1813442,3097169,393521,9631,14436956,17016815,0,0,31158169,313262355
17,6100,5311987,6207,133215207,138071224,55545,1470202,663103,4236397,1527256,2605735,341029,14829,15692170,19061912,49,0,33835750,397100194
17,6200,4570805,5147,111173917,118852734,45380,1117389,487436,3885933,1901297,3224074,335409,20026,22871907,22554498,78,0,28901615,325039097
17,6300,5469901,6515,127978125,139752064,61738,1045940,522929,4750001,1708975,2691923,236094,18613,18844105,12704110,7,8,31914100,392786152
17,6400,4605861,4941,100254931,107434115,48902,924995,590859,5255715,2077767,3184753,301832,27688,22361779,15042218,0,0,30779902,337989377
17,6500,5157402,5647,133728153,137183099,58307,998137,579656,5507369,1778625,2869749,337126,21933,18341190,12248824,0,0,33290494,344264841
17,6600,4998950,5863,104312385,108425586,49177,1220776,529757,4629143,1467240,2841214,555455,23248,21851695,16063204,28,26,33316824,403602760
17,6700,4145979,5441,78606815,95076950,50976,1489066,749006,5663833,1943159,3181142,321676,18194,21068063,20838383,56,53,28084085,319353979
17,6800,4438731,4572,110802060,117395183,48118,1240364,563041,4206871,1566613,2688106,230128,16023,20784439,24105785,0,0,31253650,379107130
17,6900,4492801,5241,110483415,123288980,51591,1209410,647365,3452445,2034303,3076318,240078,17544,21976665,25876456,0,0,24329417,333921692
17,7000,5495349,5947,127767755,135924708,55474,738462,435182,4185737,1745373,2626931,204147,15651,18406238,24804343,0,0,30007592,407404883
17,7100,4517468,4668,94552833,102915239,44783,811817,608266,5460217,2030271,3074596,240443,20624,22456006,16297815,0,0,24424353,333268210
17,7200,5496937,5676,98985255,111086308,42782,1081034,717919,5152849,1784413,2615956,203821,15463,18581461,16881337,0,0,29506454,406047317
17,7300,4058196,4087,71906346,84629631,40686,1043371,626793,5072516,2020885,3221062,277722,20121,22878818,20181941,0,0,25243242,333719676
17,7400,5449878,6287,116603114,127709474,65874,1299427,673198,5271645,1680643,2660798,279123,13489,18930887,12733203,7,0,33938442,383964786
17,7500,4940838,4439,55519039,71691359,32709,1046224,634458,5089444,1830645,3117720,347377,18062,22795309,23132373,0,0,31900008,361191766
17,7600,5180319,5127,66550382,85969399,44227,1292835,756963,5750254,1880474,2956125,292207,14787,19067452,19264356,0,0,29298385,354507161
17,7700,5458679,5734,55255988,70947912,38388,1307186,627188,4778363,1646725,2852674,332355,19118,22729757,23119531,0,0,33101378,386328465
17,7800,4793821,5587,68799005,87587481,46963,1561808,761880,5764474,1936274,3227521,314112,16786,20241944,19299488,0,0,27641214,320357237
17,7900,5471500,3726,99020937,107975673,52401,1346875,618847,4753724,1605681,2670473,284382,18693,21950233,25071138,0,0,33370995,384322558
17,8000,3424687,4919,113638098,125874028,59281,1497079,745210,5740985,1942640,3213017,327275,17026,22349413,14802558,0,0,27612916,321003834
17,8100,4097541,6059,132876244,143175760,62875,1459631,704453,5023716,1608176,2670211,283399,15082,19866355,15253463,0,0,31472534,351721762
17,8200,3421218,4933,110754560,119182388,52290,1396148,694083,5404062,1928984,3202017,348369,18613,22714394,23090195,0,0,18477039,159555805
17,8300,4115325,5955,132990000,143111099,62000,1574381,764247,5618866,1817258,2860200,278810,12885,19145433,19403968,0,0,21026158,191806009
17,8400,3873619,5191,110898850,119405441,49238,1298864,637303,5006717,1787970,3077877,334193,17418,22842947,23225327,0,0,22050685,192918786
17,8500,4872821,6251,129709782,138952779,63763,1566074,756167,5735474,1957636,3147790,310302,14481,19640529,20195816,0,0,18683813,242368819
17,8600,5433858,6180,123403856,129158091,56906,1337632,641095,4778226,1616699,2747201,311350,16787,22458298,24373676,0,0,23993351,301050505
17,8700,4540181,5893,120497813,132070677,61242,1357317,770119,5774375,1823258,2810322,271300,20138,21774185,24272114,0,0,26096203,326117091
17,8800,5462044,6151,133101863,142636191,57406,1116415,699075,5091549,1777323,2010815,176958,22431,20017761,18036119,0,0,28657072,401244425
17,8900,4430150,4667,111293052,115056046,48835,1356843,675261,5280589,1695977,2316382,360426,23238,22076379,22438140,0,0,32924862,321433147
17,9000,5210004,5623,133619933,137043987,59043,1881024,732057,5501086,1576888,2019638,413001,18784,18163944,18586331,0,0,32122568,371798542
17,9100,4830519,5481,113422537,115386035,50527,1618412,556899,4010265,1372979,2596060,523218,24908,21882085,25851202,0,0,33214807,392040577
17,9200,5028512,5796,131691991,144523711,59176,1074951,622721,3485092,1728318,3213302,170070,22631,20336287,26272522,0,0,22920117,350824266
17,9300,5594815,5913,131734381,139116777,53002,944007,538117,2895394,1455820,2675814,146655,23710,22202904,31431302,0,0,26992989,407814027
17,9400,4544305,5079,113475209,125908979,58760,1119503,595616,3456057,1684054,3207246,213508,26963,22715387,29992907,0,8,24315395,335235835
17,9500,5452553,6067,133748437,143096402,56780,1246037,582626,3082367,1403130,2685364,179201,20972,19008144,26590711,0,0,30519002,395990283
18,100,4605983,48855,107204069,116137527,142123,377970,638269,4169615,1802221,1898018,116387,20063,21598861,21822185,0,1594,27108390,294842602
18,200,5560181,6997,113808333,124916733,36084,160478,627146,3685541,1539976,1635037,53743,16399,21454055,27632155,26,0,22135442,384645435
18,300,5128673,4088,118901471,135561017,37809,170034,718139,4459524,1816250,1884300,487862,13597,23007900,23032686,0,0,19805405,320499032
18,400,6362936,4217,134327516,148096153,150141,402239,646659,4154325,1530564,1656077,72752,10114,20266991,20045409,0,0,23621587,386605685
18,500,9741099,9449,147818064,284451658,69781,179072,1207953,7359660,3144432,3346397,584144,22379,44610755,55148083,0,0,26690615,305263648
18,600,9079512,11003,170160287,253146427,56655,261173,1043232,6069985,2414576,2388186,239155,18697,22095923,25754516,0,0,26149606,363780604
18,700,6709878,7680,143303131,169076574,28156,617057,496749,3000009,1428125,1964763,441523,14224,24246689,14826393,0,0,27728739,398761106
18,800,9769504,8935,156895262,289840069,75792,310268,1289284,7862931,3540370,3650369,31663,13797,40712725,23607502,0,9,25274887,298228164
18,900,11152876,9721,159084067,305192125,78261,165186,1222802,7004146,2964232,3019042,29094,13329,42603268,28573602,0,0,30302414,356033401
18,1000,9337848,8593,130339996,262754058,73651,275030,1243694,7686145,3100997,3253519,55754,21731,45016232,28706396,0,0,25522415,297609664
18,1100,5923060,8561,151560381,184443907,30716,316329,839885,5094766,2069897,2083741,108308,15643,24030666,16260401,0,0,20077407,252809247
18,1200,6051845,7415,125392291,180085672,36483,224238,873080,5429828,2419225,2626066,112777,16693,31734127,21085478,0,0,20726072,238699672
18,1300,10146864,8850,149819987,299929839,83315,177728,1416361,8424733,3593915,3618192,30481,12728,39172902,25511337,7,0,25893690,316302010
18,1400,10999846,9102,144638814,281516999,76918,161167,1201946,7001528,2978475,3087616,29152,13427,43737709,31123217,0,0,30360220,366440781
18,1500,9178693,7751,126482755,262041730,77953,170724,1400291,8421618,3596296,3658707,30235,13498,45316023,29325079,0,0,25712980,305234297
18,1600,10924278,9131,145915058,295008028,81911,177068,1357475,7764153,3120506,3066221,27593,12101,37511334,29469400,0,0,31411005,365461051
18,1700,9743260,7313,120779782,243246695,69193,151104,1245506,7646953,3476936,3658222,34178,16055,45189534,32414746,0,0,29596077,343573471
18,1800,10278473,8473,143960900,292225050,78716,176245,1423824,8404260,3580564,3521881,29745,12260,37430786,27491909,0,0,26627946,331325164
18,1900,10875989,8371,134738014,266693047,72964,147562,1184178,7006007,3001418,3230457,28011,13381,45016059,33082494,0,0,30254596,369496170
18,2000,9079867,7689,126881967,264115237,76933,176119,1424861,8422302,3592501,3662736,33748,14872,43550548,28622182,7,0,25938595,306925701
18,2100,10791414,8568,141565431,287452934,79829,171277,1321926,7496872,2969942,3053168,28300,12942,38893445,33074044,0,0,30412511,369187239
18,2200,6069768,5752,99019148,161887553,42082,220386,1052437,6675732,3059717,3167137,71191,20792,36645949,26404221,0,0,24806935,347773442
18,2300,10588860,8310,140523094,286329108,82797,174923,1423898,8390724,3446142,3378896,27574,12764,37497370,28539611,0,0,27569213,347357328
18,2400,10640011,8038,126732821,254476707,71139,148628,1184146,7006132,3137554,3347390,30988,13618,44895946,34898725,0,0,31481996,366856798
18,2500,9099206,7378,129561207,268238618,79444,175979,1424484,8376109,3574976,3661587,33454,13307,41865439,28949322,0,0,25323182,308008009
18,2600,10671479,8381,139107490,283651641,79234,163623,1274053,7244565,3001900,3073202,27259,13307,40312744,35450017,0,0,31162915,365902882
18,2700,8877076,7009,115597884,237139957,68966,162284,1322328,8090433,3599277,3683638,31080,14766,44766531,35661071,0,0,27100664,314548567
18,2800,10724630,8361,138338785,282359064,82484,180817,1426392,8182013,3321714,3241714,27926,12356,37435087,29678689,0,0,29561624,357632431
18,2900,10121007,7669,119771136,243189310,65776,145887,1182644,7182384,3235682,3481231,33184,14241,44696571,35850740,0,0,30165924,366143951
18,3000,9442934,7502,132923842,273594487,83333,173697,1424409,8394289,3579541,3659986,29309,12943,40135416,30128901,0,0,26100469,306831792
18,3100,10638392,8198,137340969,272486787,78176,166992,1233074,6986674,2993017,3054147,28889,17114,41932678,36501412,0,0,31194730,365656586
18,3200,5081276,5754,101785540,139973066,27783,269582,752225,5352545,2291715,2423613,132298,18885,27934605,21911520,0,0,19991855,332741138
18,3300,10610639,8264,136827329,280308757,79763,174992,1393588,7895551,3170301,3105542,28227,12438,37317444,31237235,0,0,30245086,367428809
18,3400,9683725,6743,113857366,234251926,66751,143556,1218506,7484735,3395166,3627100,31367,17589,44821492,37147898,0,0,31048453,349018643
18,3500,9838232,7356,136431274,281676239,80644,180072,1426459,8427600,3612936,3593386,31184,12959,38210469,31411715,0,0,26215707,321804099
18,3600,10669462,7293,129760813,260835184,69486,151105,1192656,7005029,2979847,3171857,30871,11584,44223418,37098996,0,0,29664249,369687603
18,3700,8875432,6239,119820457,254118749,74688,172403,1429655,8419575,3615040,3698042,29513,15651,43621020,32425963,13,0,26056982,304873018
18,3800,10597428,7214,135822850,280919237,78614,165272,1325174,7504869,2999528,3086808,24680,13708,38561647,36581895,0,0,30322806,367127614
18,3900,8952848,5944,113040346,233615717,65592,154863,1293264,7883732,3588908,3701994,32837,11615,44901140,37689205,0,0,27280052,326859297
18,4000,10528069,7293,135452074,279982747,80801,177638,1424108,8347624,3415167,3342298,27192,9779,37600640,31831140,0,0,28621382,346610306
18,4100,10235039,6690,119825471,244899472,64938,151358,1189011,7041440,3152325,3416824,33449,19704,44817350,37982464,0,0,29839820,367845200
18,4200,9117901,6642,127992883,267302896,79492,169296,1431443,8396369,3594432,3699524,30729,11562,40624389,31812394,0,0,25025675,306357777
18,4300,10611820,7117,134919847,270725595,75983,162250,1247380,7069781,2990966,3060513,26046,12274,41736519,38136363,0,0,30518812,366808929
18,4400,8727670,6231,112293744,239319830,70065,165617,1369643,8325447,3590006,3710235,31791,12434,44783558,37666899,0,0,25150462,304478415
18,4500,10599270,7209,134606917,277731282,81624,177598,1396092,7946183,3192490,3118333,25322,10732,37601708,32876535,0,0,30496316,366311223
18,4600,9683561,6684,111932971,231159720,66803,146265,1224218,7469100,3377487,3625696,30030,11734,45062678,38281941,0,0,30163292,352120764
18,4700,9644046,7273,134288291,278278146,77082,179455,1431337,8359820,3595095,3643737,31463,12269,38439517,32482768,0,0,25550135,318306353
18,4800,10578857,7736,130135758,260717698,76053,162151,1207044,7014253,2983273,3114891,27948,12030,43760077,38557288,0,0,30203289,367057838
18,4900,8731294,5952,115747185,246688435,74604,164203,1413474,8402307,3601858,3696257,29385,12191,44663524,35735265,0,0,25560317,303621422
18,5000,10515355,7287,133854086,278077803,79800,177286,1357784,7713099,3092562,3079704,25998,10060,37410508,36308929,0,0,30999608,364062524
18,5100,9318614,5945,111519622,230486510,65073,150804,1259865,7659153,3479892,3684550,33217,12274,44879071,38712811,0,0,28524466,340405143
18,5200,9968841,7306,133692881,277718374,79338,176791,1427214,8377849,3583348,3523689,29532,10692,37323155,33085285,0,0,27023069,329504248
18,5300,10500976,7081,125120306,254138438,69585,148738,1188706,6987080,3014673,3260049,27948,12243,44726896,39411304,0,0,30606110,364020691
18,5400,8694648,6113,119686747,253353537,73579,174262,1424510,8371330,3573570,3699138,32834,13330,43151053,32952972,0,8,24555556,304106488
18,5500,10513055,7210,133354639,276858757,79372,172092,1320639,7473401,2996318,3072721,26124,10624,38986515,39267066,0,0,30947366,363748890
18,5600,8802427,5880,111072389,229756338,66097,156904,1301773,7886161,3573984,3698517,31430,12024,44829930,39218388,0,0,26782447,324702693
18,5700,10332820,7449,133064872,275181447,79373,178930,1427648,8334685,3404751,3354200,30086,14056,36939403,32717514,0,0,27332093,344916587
18,5800,10283972,6749,119860722,243958121,71534,153432,1197173,7027648,3166840,3394238,30356,11994,44993506,39870048,0,0,30850731,363290264
18,5900,8847165,6828,123933777,257471064,75372,186532,1415201,8297055,3547747,3663432,35224,21536,41304590,32684292,0,0,24765021,303617585
18,6000,10449150,7186,132881915,274040162,80224,169119,1272954,7218446,2998101,3077846,24578,15570,40570336,40058720,0,0,30998659,362632119
18,6100,8723659,6163,110649314,231395000,69109,162129,1346248,8166036,3600146,3686632,32133,12525,44800644,40127265,0,0,26854033,310128187
18,6200,10419203,7233,132697828,275347518,76232,174304,1430985,8119339,3289454,3252875,27115,10071,37294583,33001081,0,0,28979410,356325472
18,6300,9888763,6362,114198143,235615310,67861,150328,1192450,7251228,3287195,3518865,30721,11933,44844064,40173642,0,0,30982404,358354848
18,6400,9265701,6711,128843401,269125747,79615,170990,1428664,8372012,3604433,3695413,31135,16678,39610476,33299005,0,0,25197996,307222784
18,6500,10404167,7035,132048062,265526961,72428,157628,1234615,6966262,2987848,3088373,26730,11350,42070965,40125190,0,0,29917133,363946095
18,6600,8741534,5927,110754282,239063253,71571,165561,1392761,8407667,3590474,3681919,30840,12332,44912346,38791833,0,0,25414417,303521727
18,6700,10391952,7280,132306409,275188495,76205,175391,1386720,7837018,3147545,3093876,27441,12313,36936495,34748118,0,0,29825845,363764418
18,6800,9380424,6178,110201213,228959003,64445,139441,1228815,7480322,3412290,3671783,31209,16476,44517341,40149627,0,0,29306866,345017256
18,6900,9728979,6995,132164422,274405065,79410,181931,1420365,8330165,3569988,3573553,30315,11803,38174344,33358183,0,0,25609960,322788975
18,7000,10354271,7127,126257691,255949665,68968,153133,1186053,6955962,2984086,3184281,29801,12061,43919626,40525221,0,0,29911098,361888204
18,7100,8731843,6107,115852438,247184836,76706,174589,1431293,8328520,3545869,3643917,33586,13110,44114010,35596054,0,0,25472251,302827394
18,7200,10369302,7222,131898139,271631777,81494,171408,1340886,7582571,2998654,3058305,26780,11981,38219760,38209548,0,0,30039656,363926215
18,7300,8946334,5881,109904612,228569445,65604,157041,1273943,7756016,3562523,3706902,36394,14023,44192613,40641247,0,0,27878070,329298658
18,7400,10124585,7168,131844421,270888499,84339,189813,1414211,8318744,3488272,3431691,28992,11816,37458251,33837673,0,0,27553185,335946548
18,7500,10337268,6982,120615655,246806162,68168,146472,1185766,6959220,3083392,3330665,28960,13283,44613898,39986027,0,0,30260930,362399066
18,7600,8632374,6250,120930608,256146911,75210,178730,1408793,8255292,3525685,3648327,33186,12652,41886665,33933925,0,0,25236723,301373341
18,7700,10279675,7728,131508669,272347918,77776,174040,1289356,7269393,2981112,3060211,28120,13960,39995036,40712992,0,0,30396559,360097629
18,7800,8631727,6063,109612685,227318807,66168,162807,1327800,8039285,3563950,3664137,35231,15516,44266461,40455856,0,0,25844140,314416199
18,7900,10425594,7250,131512926,270612456,81781,185195,1424296,8158240,3324697,3272215,25730,10703,37273319,33667059,0,0,28727022,351925292
18,8000,9941965,6645,114510281,236144338,67605,150217,1194327,7176727,3248701,3479254,30728,13468,44309318,40165977,0,0,30636068,360795090
18,8100,9109100,6474,126526509,264885560,76387,183269,1419959,8298394,3549265,3688366,31813,12457,39916390,33738611,0,0,24508426,303759171
18,8200,10256635,7189,131323834,264735810,73016,163801,1240954,6991980,3000125,3073692,30164,14141,41808830,41020163,0,0,30937460,359707097
18,8300,8622026,6269,109475532,236061469,73628,163971,1369317,8324926,3571184,3662440,32371,13596,44615149,40017065,0,0,25725859,300635071
18,8400,10296352,7127,131304560,270992675,76876,178287,1398431,7877300,3153643,3115677,27513,10522,37262324,35000381,0,0,29498003,363601446
18,8500,9431804,6357,109372778,228221023,66129,148437,1218759,7450825,3399113,3647403,32609,12753,44155762,41248650,0,0,30507781,345000807
18,8600,9577661,6685,131206831,271106135,78133,176865,1411918,8263063,3543195,3590637,31568,13865,38200280,33852176,0,0,24739928,318920991
18,8700,10368421,7171,126073122,254731173,69690,156381,1192136,6948309,2949028,3131911,30202,14593,43609702,40718866,0,0,29392648,362579585
18,8800,8571384,6122,114212676,244441692,72452,174350,1414712,8286766,3561535,3663433,33824,13262,44025717,37087490,0,0,25705012,299703186
18,8900,10293415,7193,131092255,269876375,79887,176397,1347242,7612551,3009842,3061812,27934,10904,37939985,38316887,0,0,29650431,363296216
18,9000,8979208,6122,109050727,226570095,66056,148675,1269543,7716576,3529785,3667997,33904,14486,44204819,41403888,0,0,28692553,329484992
18,9100,9915501,6984,131003401,271108219,78072,183447,1414350,8348996,3520146,3472994,29875,12681,36996748,34595005,0,0,27290518,330823508
18,9200,6477782,6694,86964124,130192384,27624,266189,722633,4670964,2043011,2332187,111779,23709,32087754,26749834,0,0,24045450,383086091
18,9300,4138620,4585,63850081,90253371,20273,391567,780771,4817285,2035904,2197889,181452,17067,23641679,32184527,0,0,17502387,339329320
18,9400,5342457,4343,64472548,90295923,21861,369312,699947,4198751,1700430,1836383,160489,12032,22048499,40871905,0,0,21033406,407201963
18,9500,4393374,3781,59129072,80953873,20277,343230,713427,4630945,2052674,2209217,186544,21846,24942100,38372140,6,0,18922138,358113265
19,100,4967126,39430,113599792,118331994,167035,1450953,2936,4900818,1720330,2662641,507512,26728,19057645,21161438,0,0,28226505,334651595
19,200,4288915,6174,103607681,103862574,46347,1793487,2408,4151309,1163766,3383444,862316,19344,22060921,24742037,75,0,32838284,372796887
19,300,4399084,6561,122758113,126505852,355712,1711112,2649,4589872,1941644,3590209,407397,23990,18952787,16622542,0,0,30384839,400513835
19,400,4072846,5663,74582913,87678757,43020,1715055,2865,5172795,2036672,3874207,815531,24849,20750098,21465706,0,0,27539440,343888102
19,500,5553872,7363,122218341,132522918,51656,1233301,2729,4774659,1977479,3276712,299781,21944,19231797,19485772,0,0,30332379,383571134
19,600,4227641,6230,110738442,116118475,50065,1589820,2759,5058632,2106654,3732981,606405,22783,20775538,24320685,0,0,23900833,269739138
19,700,5570590,6417,130291641,140397857,66968,1495954,2766,4879310,1834101,3183623,319708,22342,19162377,25633392,0,0,33321633,382085031
19,800,3823615,6207,108743657,118007154,59961,1242794,2800,5077050,2127721,3551526,313195,20542,20622991,15136024,55,0,22993774,215525565
19,900,5511717,6925,130459883,142084865,57669,1510006,3021,5493759,2114935,3314338,224655,8357,14783351,17979689,0,0,27468785,365655282
19,1000,4770744,5572,108648058,118017852,46726,1222291,2499,4654391,2051428,3175806,278596,14546,20176535,23172949,0,0,25409589,317799227
19,1100,5175766,6183,130052801,141259923,59963,1539192,3111,5485787,2125582,2973523,232518,10452,14843824,18387832,7,0,27423182,345659037
19,1200,5490128,6172,116780167,124913721,52435,1336893,2786,4669401,1792706,2220210,266777,14821,19006580,22970346,0,0,32674484,392772839
19,1300,4572636,6705,121169891,132764814,66278,1561254,3027,5516171,1850788,2939386,297521,19824,22245037,19451441,0,0,25784613,314845027
19,1400,5547389,6392,128299255,134873269,53613,1304852,2550,4762544,1833885,2906842,278111,20143,21879606,22751429,0,0,32229302,393378910
19,1500,4654494,5888,109129410,121544201,61863,1272950,2611,3625755,2110096,3387655,343340,23958,21837509,20128841,15,0,26009652,338602951
19,1600,5580564,5469,72121147,85369980,44660,1031265,2590,4514699,1769298,2821811,284840,21169,21458267,23381439,7,0,29343526,402208768
19,1700,4564154,4351,65442885,83072853,40132,1307620,2724,4914811,1962345,3396373,441317,27252,24284597,23129144,0,0,25593308,340094725
19,1800,5160150,6283,130615438,132895117,54397,2216900,1063,1750136,1004693,2707595,718193,12109,19357669,25711491,7,8,34847761,437377974
19,1900,4423080,4824,109145319,111325021,44886,1982331,1173,2114579,1195963,3240710,867509,16764,22813785,28777375,0,0,31947109,392266625
19,2000,5072370,5499,131146608,133825662,51312,2292007,1235,2115803,1129998,2950982,750587,13673,19039363,23878090,0,0,32104754,409682180
19,2100,5024096,5934,116781554,117284601,45127,1923014,1039,1816706,1079263,2964755,824148,14894,22826141,28497547,0,0,34803122,436194314
19,2200,4430078,5121,124058875,127861355,55077,2303265,1283,2161724,1205416,3193628,851268,15776,20636069,24483258,0,0,29146425,363141572
19,2300,5158220,5715,131439297,130863268,57481,1975946,1062,1805800,1017952,2585521,713562,12995,21079730,27237330,0,0,34868915,435592308
19,2400,4260960,4860,108912607,114778406,48426,2129981,1289,2229836,1216541,3197776,859077,15076,22776318,27616148,0,0,28955294,362565947
19,2500,5125720,5745,131480177,134199225,50725,2307637,1378,1887632,1027140,2663854,714920,12798,18945843,23584431,0,0,34708107,433755046
19,2600,4573147,4909,109585188,111944863,43755,1922853,1155,2275116,1221422,3172686,855654,14639,22681673,27625333,0,0,33669767,406732368
19,2700,4792423,5544,131477010,134285566,53442,2306272,1415,2304527,1230833,3029320,781471,13631,18886546,22931101,0,0,29935713,387774217
19,2800,5117943,5482,122279769,122199552,46510,1949793,1158,1950032,1031144,2780945,784728,16299,22560076,27269730,0,0,34560430,432203028
19,2900,4240106,4996,118625736,123493396,51442,2279612,1366,2364883,1232254,3162873,853740,16505,21472822,24692922,0,0,28727485,360156946
19,3000,5068780,5718,131291278,133781893,58446,2164811,1152,1990168,1033281,2629936,707419,13695,19971653,24950193,0,0,34745791,431729881
19,3100,4249821,4707,109384913,112332262,47783,1951620,1423,2386920,1262330,3066247,835520,16663,22671722,26954746,0,0,30085204,371692549
19,3200,5093717,5691,131153920,134084128,52998,2303955,1413,2253727,1111870,2761854,710852,13337,18839631,22335381,0,0,33174232,419388685
19,3300,4775742,5044,111906883,113833755,43532,1916535,1216,2262721,1184322,3006803,843328,16525,22565906,26678981,0,0,34536309,421907948
19,3400,4537488,5641,128349940,131745708,53156,2300018,1443,2492328,1258186,3124197,806942,14317,19611356,22078755,0,0,28607491,366510148
19,3500,5057149,5767,127260285,126271885,46761,2023609,1215,2103664,1052148,2622844,740330,15095,21624953,26404189,0,0,34293141,429640161
19,3600,4211197,4551,112777108,119022636,49112,2211312,1894,2554638,1267902,3128896,840426,16785,22315225,24966095,0,0,28672891,358059476
19,3700,5047764,5749,130792042,133734602,52450,2245608,1302,2149976,1056198,2595281,702297,21868,18891177,23117578,0,0,34252271,429178351
