Path,Cycles(s),BR_INST_RETIRED,BR_MISS_PRED_RETIRED,CPU_CLK_UNHALTED,INST_RETIRED,LLC_MISSES:0x41,LLC_REFS:0x4f,arith:fpu_div_active,l1d:0x1,l2_rqsts:0x1,l2_rqsts:0x3,l2_rqsts:0x8,l2_rqsts:0x20,mem_trans_retired:0x2,mem_uops_retired:all_stores,misalign_mem_ref:0x1,misalign_mem_ref:0x2,resource_stalls:any,uops_dispatched:core
14,34800,4933628,2920,126854992,219849579,374295,2878285,2849271,5703874,1721257,3290262,496457,28407,32342916,22656488,7,0,53491749,301342959
14,34900,4530042,2160,105696384,191988935,64738,2242973,2584251,5464325,1810640,3820031,736139,31751,38839421,25948386,0,0,52941489,288860110
14,35000,3959119,2848,126415511,206406566,70154,2515552,2779803,5718482,1778558,3548337,522627,29298,29857199,19964462,0,0,43698292,269660090
14,35100,4957978,3118,121957504,215396711,68787,2309788,2536987,5061017,1605304,3293445,673041,32853,38018542,25881916,0,0,53649911,304538095
14,35200,4135708,3280,110430035,205679999,78180,2543302,3031414,6086979,1994385,3946405,605501,33456,37739530,23352225,0,0,45759107,250207892
14,35300,4886962,2826,126846153,223667632,183223,2677022,2883898,5563757,1688169,3282010,496075,25343,32711772,24316623,0,0,53575853,301777134
14,35400,4401595,2277,105709576,191902635,118449,2324358,2652054,5611876,1873705,3860010,736850,29924,38836071,25936863,0,0,51029875,281922484
14,35500,4717463,2686,126738930,229984936,82323,2639105,3034342,6063382,1918631,3665003,726820,32570,30935011,21480213,0,0,47093889,277208963
14,35600,4837357,2709,118605643,204146073,174737,2266068,2537596,5071211,1678951,3484807,556032,30684,38792213,26104121,0,0,55807040,294311850
14,35700,4138281,2106,113913734,208004651,285028,2778584,2908226,6226001,1898696,3792552,827242,32741,37372695,21964328,0,0,44646032,254337676
14,35800,4913777,2614,126873987,230323213,77979,2521123,2805746,5409133,1648924,3291728,629264,26108,33115300,25865615,0,0,53620700,304668345
