Path,Cycles(s),BR_INST_RETIRED,BR_MISS_PRED_RETIRED,CPU_CLK_UNHALTED,INST_RETIRED,LLC_MISSES:0x41,LLC_REFS:0x4f,arith:fpu_div_active,l1d:0x1,l2_rqsts:0x1,l2_rqsts:0x3,l2_rqsts:0x8,l2_rqsts:0x20,mem_trans_retired:0x2,mem_uops_retired:all_stores,misalign_mem_ref:0x1,misalign_mem_ref:0x2,resource_stalls:any,uops_dispatched:core
15,11900,11252846,10160,119855926,176757775,498996,1940183,4767971,7317084,5180632,6960916,638877,24239,26046284,27285017,0,0,52298357,277695792
15,12000,6821434,7771,111599447,184107435,914120,2359707,3241538,9847613,6581522,7875828,923168,25180,30003764,29504538,0,279,49194091,216255786
15,12100,14638077,10862,126427406,215616233,749330,2280158,5650807,8407446,4595352,5993328,432925,22578,22278323,24552114,0,522,51634989,294983418
15,12200,7203414,8077,105396622,156959972,452277,1919550,3360948,8105872,5911693,7165922,1048200,27507,26729515,29125867,0,117,52964773,233784011
15,12300,9259206,9273,126252183,213031083,898692,2253403,5315479,10359642,7151468,8230147,639043,19913,26054401,26198071,0,0,52681948,249865546
15,12400,14458032,11033,116699379,186088238,701879,2059250,5086206,8391949,5247809,6415235,509305,26436,26663802,26899649,0,1225,56983046,273658796
15,12500,6398755,8761,114883186,184747052,484525,2091913,5007669,9043475,6754030,8145469,769651,26886,24934288,26764311,0,0,44930702,229124717
15,12600,12107278,10250,126213722,202535528,1025076,2256539,3345782,9125848,5458410,6442944,612951,20485,27113996,28007884,0,549,58501230,263612754
15,12700,11375575,8891,105376708,168920596,646371,1966240,5971290,8403135,6096074,7551161,669707,30194,26598762,28003854,0,387,48323191,255342381
15,12800,9032448,10484,126276239,203161140,649053,2340344,2831408,9428840,5916927,7116048,789665,22362,23580481,24378914,0,0,55456158,243045087
15,12900,12196638,9903,115025421,195521778,765037,1971702,5664702,8853473,6129508,7367396,497555,22974,30652825,30501448,0,558,56745894,277470902
15,13000,10273770,9197,116731043,177515403,684378,2407934,4725383,9101560,5544019,6974131,839398,26012,22475129,23181435,0,558,45219891,226114976
15,13100,6800054,8603,126420112,202008329,683938,2116434,4164437,8369523,5974534,7279006,736984,23870,27241609,30107931,0,567,54811079,271320383
15,13200,13325578,8882,105148977,174400064,781318,2217967,4460430,9704060,6485573,7884324,694494,22987,28148740,29230836,0,0,50562099,241835904
15,13300,10632451,9557,126468760,198521093,509931,2074236,6251802,8640344,5603315,6408547,714308,23550,20974864,22731035,0,648,51340652,255240693
15,13400,8998683,10151,112651869,186464303,770619,1779195,2079239,8281734,6030679,7609059,773357,26912,28785279,29685909,0,0,57334309,269375203
15,13500,11744599,9917,119012833,191384637,786478,2312723,6012692,9469986,6156373,7571475,441091,25364,27082042,25980730,0,702,47530196,228683838
15,13600,10738764,10696,126471670,190334494,577498,2077358,4505781,8180495,5580496,6675236,633233,22479,22059756,26566440,0,0,55455443,271245006
15,13700,7387047,7618,105248120,172238279,694239,2190920,3412206,9324951,6514947,7553587,874127,26534,29966010,30668674,0,855,51794479,214094126
15,13800,13879599,10534,126415101,216768199,799860,2229894,5574683,9347251,5547050,6372249,433934,22461,22079198,22388968,0,1053,52366250,282055383
15,13900,10457272,9094,109312960,164146152,518102,1844407,4057211,7361885,5257423,6829152,969751,29046,25317404,27953371,0,0,57590954,263845785
15,14000,6299742,8266,122448431,203456057,710055,2207284,5010027,10201952,7473119,8741801,656913,22091,26636145,26759433,0,0,49173575,217412651
15,14100,15011331,12945,125749239,179018285,564129,1838769,3812176,6478491,4351218,5358322,378791,22884,19339157,22230465,0,0,52296697,280686067
15,14200,8247682,8419,105192703,179066247,758047,2237709,3964710,10071360,6650612,7792422,775810,24405,30633246,31447531,0,0,49932652,215448137
15,14300,13582008,10894,126466936,209502222,740156,2439285,5992130,9266047,5523704,6518300,379071,23127,21542701,21791333,0,0,52723518,291753864
15,14400,8664643,9328,105712462,162056610,498609,1750653,2279895,7673916,5712028,7452176,895122,28109,28670130,30530144,0,0,56327905,254012953
15,14500,11440285,10142,125757354,214448981,1026983,2409604,5821045,11009921,7192230,8396398,529119,19440,26766585,24994809,0,0,47725000,240508988
15,14600,11201006,10489,123323028,184051585,629813,1900480,4195560,6842714,4477095,5701630,791020,27263,24127049,28107012,0,549,56801718,267469321
15,14700,5584253,7001,108212996,184615446,559701,2064604,5111810,10196148,7115033,8456688,705669,25949,28242665,28054444,0,0,49225320,216960715
15,14800,14890245,11362,126367562,207834381,939482,2317521,5069041,9063838,5203202,6175700,607646,20763,24848121,26025682,0,1062,57902646,268030129
15,14900,8855821,8018,105254926,161726334,455908,1907942,5264796,7872670,6079081,7797198,673782,27182,27499844,28014678,0,1062,51980521,257477119
15,15000,8294346,10259,126294215,197518341,699453,2269400,2317328,9672432,6366559,7279305,779220,23279,23700654,24816136,0,0,51829346,226234243
15,15100,12692671,10349,119735790,203115512,960955,2051035,5687239,8391329,5586137,6736587,464383,23973,29706412,30301471,0,1234,56353644,284704805
15,15200,10062934,9157,111903390,171464114,533369,2210467,4597612,8956077,5593537,6939631,837509,27114,23269483,24448096,0,0,46077822,227958045
15,15300,7194000,9031,126362273,201512978,633564,2042868,4537214,8853729,6183632,7235203,742781,24319,25438322,28267430,0,1279,57218175,259108512
15,15400,13410903,9602,105377631,180534432,885659,2045003,4411977,9206849,6503926,7745585,577866,23302,27761389,28670043,0,0,54429414,253256662
15,15500,10783001,9449,126464080,191003658,617193,2240157,6144936,8675269,5910278,6740517,728974,25944,21354157,23173788,0,855,48179202,249947610
15,15600,8932570,10804,117433007,186436095,692059,1799890,2688018,8562332,5934254,7386175,657473,25498,28652978,28882628,0,0,58800931,264585261
15,15700,11321616,10115,114175472,193968290,847045,2276294,5485119,9656999,6045446,7117513,687690,26542,28048013,27747944,0,0,47315365,234231991
15,15800,11477388,10142,126542184,190927692,582651,2160479,4967223,8208101,5338205,6575604,671748,23761,21874018,24036653,0,198,52944692,277712278
15,15900,8266295,9148,104646165,155553394,396679,1616608,2878261,7573091,5354917,6589648,774830,24899,23162041,23865514,0,180,43900794,263098789
15,16000,12384374,11137,126267946,191401678,676645,2196470,6388256,8934129,5863583,6712654,620017,21744,21139316,22936638,9,450,50397777,253682165
15,16100,6753362,9697,115495709,190159138,380544,1685347,2126715,8682980,6748517,8336077,601408,21650,30881957,31023396,0,0,60340760,250326433
15,16200,13114079,9544,116284482,192317136,510526,2289804,7371708,8977833,5656397,7282530,294022,22955,25865579,24805052,0,0,41817820,250386650
15,16300,10291110,9814,126391263,221680898,580934,1926002,3101301,9606795,6176937,7068656,574779,21330,26660796,28689771,0,0,59234059,267471419
15,16400,8439581,8189,105145241,162522375,296809,1832834,5207948,8341018,6377085,7993032,244145,22329,26727751,26893807,0,0,46477565,253350021
15,16500,12687709,10723,126344490,225023371,655894,2000078,4645050,10482660,6650561,7434318,616659,18791,25827073,25453214,0,0,57364000,252036640
15,16600,10300156,10007,112557779,170581789,288478,1816180,4254702,7268090,5437053,7464874,247985,23747,27018389,27355026,0,0,51492001,281601820
15,16700,12506619,9404,119107096,221593376,742455,2098653,5664051,10211926,6623258,7528824,486625,22442,28578863,26650484,0,0,46919765,239425637
15,16800,8758273,10192,126382991,187844902,396064,1995467,3040282,7425355,5582584,6952154,382129,20929,24263813,27107196,0,0,54522827,270050591
15,16900,13728658,8734,105357613,195140391,629662,1938691,6926475,9800987,6011728,7190062,419102,22838,29127690,29005730,0,0,44017118,264315188
15,17000,6745963,9697,126419355,196913082,346989,2001261,2225688,8939061,6508320,7702853,645906,18157,23705058,24879945,0,0,56789447,250596535
15,17100,15467831,9386,109618520,187293463,504212,1980732,7279847,7987191,5433607,7072149,317411,22509,27347461,27010072,0,0,49929807,302416380
15,17200,12498437,8963,122478984,239696241,748754,2047818,5195033,11428845,7270792,8327617,445812,21964,29848481,27452544,0,0,47633266,241564531
15,17300,5982722,10201,126262953,186589037,296973,1819421,2188200,7859916,6307041,7514736,582208,19277,26955478,29464611,0,0,55498943,263113993
15,17400,13388369,8914,105491919,184344993,461876,2147317,7508051,8740344,5579677,7229634,274665,22059,26823560,26706343,0,0,40597516,257729771
15,17500,16570774,9809,126531029,242908290,876865,2238209,6239022,11057952,6012248,6465123,431615,16901,26732064,25129265,0,0,52123708,314937777
15,17600,7191852,8581,106086102,199527678,359332,1588111,2641499,9744088,7894135,9767398,795468,20961,33397603,34296716,0,0,62733229,243319896
15,17700,5712973,9080,125873765,188973030,269539,2032866,4282162,8788440,6777900,8339593,135634,18715,24955770,24588732,0,0,40530911,251090471
15,17800,19646539,11227,123971493,206076586,730436,2211375,5761434,7346787,3974831,5168482,478264,19723,25957097,26987628,0,0,50199158,307634595
15,17900,11547664,8576,107906871,218859593,618691,2054113,5856436,11893147,7963179,9038158,525916,22972,32447626,30530529,0,0,46917832,248123897
15,18000,4159508,8432,126449227,192174307,266236,1855049,3658895,8251497,6393954,7531614,427515,16883,24691220,26362047,0,0,56927185,256082823
15,18100,17120143,10538,105593943,175388865,621495,2159482,5534421,7800969,4784817,6402182,422865,22837,26148387,26744780,0,0,48704728,286354733
15,18200,14759249,9715,126561830,242318563,766809,2221179,6943886,12069844,7729371,8597924,427199,18516,27192287,25106831,0,0,44199518,281832797
15,18300,5654152,8158,120639826,204983274,252675,1448942,3152486,8083945,6564229,7900670,621824,20992,31704512,33372920,0,0,60540914,249326207
15,18400,10629247,9931,111351715,173699594,394501,2159977,4544338,8470598,5600777,7458116,300186,21239,26662692,25559173,0,0,44093973,236061746
15,18500,17495843,10889,126553969,233177637,857938,2335786,7846803,9772235,5639810,6463438,353795,18678,23973004,24405606,0,0,47654869,328586209
15,18600,7006599,8302,105222882,190344650,281730,1430322,3610579,10011675,8056286,9340508,692149,23863,33283435,34461782,0,0,57750867,225817451
15,18700,9884787,10493,126671915,198567609,422085,2203960,3886876,8436622,5691841,7186062,248038,17931,20836465,20913177,0,0,46301009,261372707
15,18800,16902580,9832,116389048,204389570,669782,1868483,7372932,8736103,5590852,6723249,424733,21275,29844028,28778933,0,0,48069093,325658679
